filename,label,ipd_px,left_eye_open,right_eye_open,eye_aperture_asymmetry,eye_aperture_ratio,mouth_corner_height_diff,mouth_left_deviation,mouth_right_deviation,mouth_deviation_asymmetry,left_brow_height,right_brow_height,brow_height_asymmetry,brow_height_ratio,mouth_width,mouth_angle,eye_angle,left_eye_width,right_eye_width,eye_width_asymmetry
9/8541,Normal,172.089,0.1246,0.1295,0.005,0.9617,0.0075,0.4508,0.408,0.0428,0.3005,0.2928,0.0078,0.9742,0.8589,0.5032,0.2554,0.4378,0.4321,0.0057
9/8546,Normal,172.589,0.1209,0.1265,0.0056,0.9558,0.0075,0.4496,0.411,0.0386,0.2969,0.2908,0.0061,0.9794,0.8606,0.5003,0.2035,0.4357,0.431,0.0047
9/8551,Normal,172.581,0.1216,0.1273,0.0058,0.9548,0.0124,0.4562,0.4124,0.0438,0.2992,0.2952,0.0041,0.9865,0.8686,0.8193,0.0212,0.4353,0.4307,0.0045
9/8556,Normal,171.991,0.1279,0.1298,0.0018,0.9859,0.0168,0.4592,0.4091,0.0501,0.2948,0.2917,0.0032,0.9893,0.8684,1.111,0.324,0.4356,0.4298,0.0058
9/8561,Normal,172.788,0.1289,0.1304,0.0015,0.9884,0.0089,0.4514,0.4066,0.0448,0.2951,0.2898,0.0053,0.9819,0.858,0.5963,0.0742,0.4377,0.4309,0.0069
9/8566,Normal,172.352,0.1271,0.129,0.0019,0.9854,0.012,0.4523,0.4029,0.0494,0.298,0.2932,0.0048,0.9839,0.8553,0.8008,0.0746,0.4379,0.4304,0.0075
9/8571,Normal,172.22,0.1221,0.1261,0.004,0.9681,0.0089,0.4544,0.4063,0.0481,0.2963,0.2922,0.0041,0.9861,0.8607,0.5942,0.1143,0.4379,0.4317,0.0062
9/86,Normal,153.543,0.1275,0.1316,0.0041,0.969,0.011,0.4844,0.4572,0.0273,0.329,0.3173,0.0117,0.9644,0.9417,0.669,0.5417,0.4411,0.4358,0.0053
9/8616,Normal,173.008,0.1235,0.1271,0.0036,0.9717,0.0035,0.4507,0.4118,0.039,0.2962,0.2916,0.0047,0.9842,0.8625,0.2353,0.4075,0.44,0.4319,0.0081
9/8621,Normal,173.51,0.1248,0.1285,0.0036,0.9718,0.0071,0.4479,0.4024,0.0456,0.2984,0.2977,0.0006,0.9979,0.8503,0.4769,0.1376,0.4383,0.4309,0.0074
9/8626,Normal,172.747,0.1283,0.1311,0.0028,0.9786,0.009,0.453,0.406,0.047,0.3041,0.2995,0.0046,0.9848,0.8591,0.6007,0.2385,0.4378,0.4313,0.0065
9/8631,Normal,173.031,0.1267,0.1306,0.004,0.9696,0.0048,0.4526,0.4085,0.0441,0.298,0.2937,0.0043,0.9857,0.8612,0.3223,0.3544,0.4394,0.4331,0.0063
9/8636,Normal,173.542,0.1276,0.1313,0.0036,0.9722,0.0078,0.4524,0.4023,0.0501,0.2956,0.2941,0.0015,0.995,0.8547,0.5216,0.0234,0.4388,0.4325,0.0063
9/8641,Normal,173.252,0.1282,0.1313,0.0032,0.9759,0.0086,0.4542,0.4011,0.0531,0.2967,0.2944,0.0023,0.9923,0.8554,0.5735,0.0057,0.4406,0.4327,0.0079
9/8646,Normal,173.218,0.1255,0.1302,0.0047,0.9637,0.0038,0.453,0.4078,0.0452,0.2994,0.2949,0.0045,0.9851,0.8609,0.2558,0.4391,0.4388,0.4319,0.0069
9/8651,Normal,173.413,0.1258,0.13,0.0043,0.9672,0.0117,0.4524,0.3953,0.0571,0.2996,0.2989,0.0007,0.9977,0.8478,0.7924,0.0542,0.4375,0.431,0.0065
9/8716,Normal,172.108,0.1288,0.1338,0.005,0.9628,0.0043,0.4548,0.4167,0.0381,0.2985,0.2938,0.0047,0.9843,0.8715,0.2801,0.2729,0.4404,0.4358,0.0046
9/8721,Normal,172.923,0.1331,0.1356,0.0025,0.9819,0.0091,0.4509,0.4068,0.0441,0.3018,0.2971,0.0046,0.9846,0.8578,0.6061,0.0275,0.4405,0.4344,0.006
9/8726,Normal,171.991,0.1246,0.1306,0.006,0.954,0.0044,0.4511,0.41,0.0411,0.3006,0.2944,0.0062,0.9795,0.8611,0.2955,0.3601,0.4396,0.4351,0.0045
9/8731,Normal,172.984,0.1267,0.132,0.0053,0.9595,0.0085,0.4512,0.4044,0.0468,0.3004,0.297,0.0034,0.9888,0.8556,0.5661,0.1087,0.4384,0.433,0.0054
9/8736,Normal,172.639,0.1226,0.1291,0.0065,0.9497,0.0074,0.4514,0.4094,0.042,0.3013,0.2974,0.0039,0.987,0.8608,0.4915,0.2034,0.4404,0.4358,0.0046
9/8741,Normal,172.108,0.1273,0.1312,0.0039,0.9703,0.0085,0.4558,0.4068,0.049,0.3009,0.2974,0.0036,0.9882,0.8627,0.5634,0.0127,0.4404,0.4356,0.0048
9/8746,Normal,172.082,0.1283,0.1316,0.0033,0.9747,0.0062,0.4584,0.4097,0.0487,0.3019,0.2975,0.0045,0.9852,0.8681,0.4082,0.2047,0.4414,0.4353,0.0061
9/8751,Normal,171.881,0.127,0.1324,0.0054,0.9595,0.0085,0.4546,0.4097,0.0449,0.3004,0.2971,0.0033,0.9889,0.8643,0.5651,0.0176,0.4374,0.4334,0.004
9/8756,Normal,171.271,0.1187,0.1253,0.0066,0.9477,0.0087,0.4562,0.4139,0.0423,0.3002,0.2947,0.0055,0.9817,0.8702,0.5705,0.0719,0.4357,0.4326,0.0031
9/8821,Normal,172.589,0.124,0.1307,0.0067,0.9486,0.0046,0.4526,0.409,0.0436,0.2998,0.2954,0.0044,0.9852,0.8615,0.3092,0.3024,0.4389,0.4337,0.0052
9/8826,Normal,172.497,0.126,0.132,0.006,0.9543,0.0044,0.4515,0.4119,0.0396,0.3008,0.296,0.0048,0.9841,0.8634,0.2888,0.2102,0.4389,0.435,0.0039
9/8831,Normal,172.231,0.1271,0.1321,0.005,0.962,0.0098,0.4589,0.4107,0.0482,0.2985,0.2958,0.0028,0.9907,0.8696,0.6449,0.0578,0.44,0.4352,0.0047
9/8836,Normal,171.726,0.1239,0.1299,0.0061,0.9534,0.0062,0.4562,0.4171,0.039,0.2964,0.2928,0.0037,0.9877,0.8733,0.4053,0.2832,0.4382,0.4332,0.005
9/8841,Normal,171.802,0.1255,0.1304,0.0049,0.9626,0.0061,0.4598,0.4146,0.0452,0.3011,0.2964,0.0047,0.9844,0.8745,0.3973,0.2612,0.44,0.434,0.0061
9/8846,Normal,171.483,0.1247,0.1307,0.006,0.9539,0.0033,0.4585,0.4168,0.0417,0.2992,0.2938,0.0054,0.9819,0.8753,0.2138,0.3818,0.4395,0.4349,0.0046
9/8851,Normal,171.894,0.1247,0.1299,0.0053,0.9594,0.0066,0.4586,0.4155,0.0431,0.3035,0.2991,0.0044,0.9855,0.8741,0.4349,0.1898,0.4399,0.4341,0.0058
9/8856,Normal,172.246,0.1257,0.1299,0.0042,0.968,0.0061,0.4557,0.4075,0.0482,0.3043,0.2997,0.0046,0.9849,0.8632,0.4077,0.2306,0.4397,0.4331,0.0066
9/8861,Normal,171.446,0.1182,0.1233,0.0051,0.9585,0.0068,0.4584,0.4057,0.0527,0.3041,0.2997,0.0043,0.9857,0.8642,0.4505,0.2365,0.4372,0.43,0.0072
9/8936,Normal,171.69,0.1266,0.1331,0.0065,0.9509,0.0119,0.4593,0.4085,0.0508,0.2979,0.298,0.0001,0.9996,0.8679,0.7834,0.0079,0.4406,0.4376,0.003
9/8941,Normal,172.92,0.1276,0.133,0.0054,0.9593,0.0083,0.4523,0.4103,0.042,0.3012,0.3021,0.0009,0.9969,0.8627,0.5486,0.2264,0.4395,0.4348,0.0048
9/8946,Normal,173.081,0.1283,0.1349,0.0066,0.9513,0.0022,0.4422,0.4112,0.031,0.3007,0.2984,0.0023,0.9925,0.8534,0.1499,0.5598,0.4397,0.4374,0.0023
9/8951,Normal,172.443,0.129,0.1336,0.0046,0.9653,0.0125,0.4528,0.4046,0.0483,0.3022,0.301,0.0012,0.996,0.8575,0.8352,0.0471,0.4396,0.4364,0.0032
9/8956,Normal,173.049,0.1286,0.1326,0.0041,0.9694,0.0098,0.4534,0.4013,0.0521,0.301,0.3014,0.0003,0.9989,0.8548,0.6578,0.0871,0.4404,0.4353,0.0051
9/9026,Normal,171.599,0.1192,0.1243,0.0051,0.9587,0.0001,0.4486,0.4161,0.0325,0.3027,0.2999,0.0028,0.9907,0.8647,0.0079,0.5637,0.4353,0.4322,0.0031
9/9031,Normal,170.912,0.1207,0.1271,0.0064,0.9499,0.0132,0.4569,0.405,0.0519,0.3006,0.3038,0.0032,0.9894,0.862,0.8762,0.0088,0.4415,0.4359,0.0055
9/9036,Normal,171.52,0.1203,0.1254,0.005,0.9599,0.0046,0.4532,0.4099,0.0433,0.3008,0.3013,0.0005,0.9983,0.8631,0.3021,0.3345,0.4379,0.4322,0.0056
9/9041,Normal,170.779,0.1199,0.129,0.0091,0.9297,0.0082,0.438,0.3912,0.0468,0.2989,0.2979,0.001,0.9966,0.8293,0.5684,0.4551,0.4363,0.4335,0.0028
9/9051,SlightPalsy,171.104,0.1195,0.1288,0.0093,0.9279,0.002,0.3402,0.2952,0.0449,0.2978,0.3009,0.0031,0.9897,0.6354,0.1821,0.1568,0.4371,0.4341,0.003
9/9056,SlightPalsy,171.759,0.1232,0.1274,0.0042,0.967,0.003,0.3296,0.2736,0.056,0.298,0.2907,0.0073,0.9756,0.6032,0.2851,0.2035,0.438,0.4316,0.0065
9/9061,SlightPalsy,172.19,0.116,0.1179,0.002,0.9834,0.0037,0.33,0.2904,0.0397,0.299,0.2976,0.0014,0.9952,0.6204,0.3426,0.3801,0.4343,0.4288,0.0055
9/9066,SlightPalsy,172.064,0.1137,0.1157,0.002,0.9827,0.0019,0.3338,0.2948,0.039,0.3002,0.2963,0.0039,0.9871,0.6286,0.1696,0.3375,0.4353,0.433,0.0023
9/9071,SlightPalsy,172.737,0.1186,0.1214,0.0028,0.9771,0.0134,0.3347,0.3097,0.0249,0.3038,0.2966,0.0072,0.9764,0.6446,1.1927,0.0942,0.4417,0.4355,0.0061
9/9076,SlightPalsy,172.8,0.1189,0.1211,0.0022,0.9816,0.0109,0.3354,0.2998,0.0356,0.3013,0.2948,0.0065,0.9785,0.6353,0.9868,0.1819,0.4378,0.4338,0.004
9/9081,SlightPalsy,172.648,0.1191,0.1213,0.0022,0.9818,0.0163,0.3243,0.3013,0.023,0.2996,0.2921,0.0076,0.9747,0.6258,1.4907,0.0384,0.4385,0.4361,0.0024
9/9086,SlightPalsy,172.483,0.1183,0.1206,0.0023,0.9805,0.0139,0.3254,0.3061,0.0193,0.3007,0.2941,0.0066,0.9781,0.6316,1.2632,0.1349,0.4366,0.4343,0.0023
9/9091,SlightPalsy,170.911,0.1167,0.1211,0.0043,0.9642,0.0113,0.3275,0.3066,0.0208,0.3002,0.2978,0.0024,0.9919,0.6342,1.0242,0.272,0.44,0.4341,0.0059
9/9096,SlightPalsy,171.291,0.1176,0.1204,0.0027,0.9772,0.0107,0.3285,0.3091,0.0195,0.3013,0.296,0.0053,0.9824,0.6377,0.9651,0.1936,0.4381,0.4323,0.0058
9/91,Normal,153.531,0.1255,0.13,0.0045,0.9652,0.0147,0.483,0.4539,0.0291,0.3256,0.3149,0.0106,0.9673,0.9371,0.8994,0.4107,0.4402,0.4358,0.0044
9/9101,SlightPalsy,171.678,0.1187,0.1217,0.003,0.9754,0.0055,0.334,0.3139,0.0201,0.3005,0.2966,0.0039,0.9872,0.648,0.4824,0.2577,0.4371,0.4315,0.0055
9/9106,SlightPalsy,171.51,0.1208,0.1234,0.0026,0.979,0.0076,0.3374,0.314,0.0235,0.3011,0.2939,0.0072,0.9762,0.6514,0.6652,0.0647,0.4396,0.4335,0.0061
9/9111,SlightPalsy,171.675,0.1218,0.1245,0.0028,0.9779,0.0051,0.3312,0.3103,0.0208,0.2981,0.2926,0.0055,0.9817,0.6415,0.4522,0.1055,0.4393,0.4328,0.0065
9/9116,SlightPalsy,171.742,0.1193,0.1212,0.0019,0.9847,0.0045,0.3392,0.3246,0.0146,0.2988,0.2933,0.0054,0.9819,0.6638,0.3924,0.1946,0.4385,0.4322,0.0063
9/9121,SlightPalsy,171.661,0.1171,0.1213,0.0041,0.9658,0.0027,0.3392,0.3205,0.0187,0.2965,0.2942,0.0023,0.9922,0.6597,0.2323,0.2114,0.4382,0.4328,0.0054
9/9126,SlightPalsy,171.916,0.1183,0.1224,0.0041,0.9664,0.0095,0.3345,0.3251,0.0095,0.3017,0.2933,0.0084,0.9722,0.6596,0.827,0.1672,0.4386,0.4332,0.0054
9/9151,Normal,172.067,0.1116,0.1188,0.0072,0.9394,0.0057,0.4668,0.4241,0.0427,0.3047,0.2991,0.0056,0.9815,0.8909,0.3683,0.9364,0.4354,0.4305,0.0049
9/9156,Normal,171.909,0.1137,0.1185,0.0048,0.9594,0.0006,0.473,0.4162,0.0568,0.3095,0.3036,0.0059,0.9809,0.8893,0.0382,0.5287,0.437,0.4295,0.0076
9/9161,Normal,172.105,0.1168,0.1224,0.0056,0.9541,0.0002,0.4555,0.4142,0.0413,0.3092,0.306,0.0032,0.9896,0.8696,0.0136,0.4568,0.4362,0.4302,0.0059
9/9171,SlightPalsy,170.779,0.1191,0.1289,0.0098,0.924,0.007,0.3389,0.3081,0.0308,0.3008,0.3044,0.0036,0.988,0.647,0.616,0.0753,0.4373,0.4361,0.0012
9/9176,SlightPalsy,171.394,0.1142,0.1234,0.0092,0.9251,0.0009,0.3389,0.2953,0.0436,0.2988,0.2978,0.0009,0.9968,0.6342,0.0796,0.0104,0.4363,0.4325,0.0039
9/9181,SlightPalsy,171.66,0.1039,0.1085,0.0046,0.9577,0.0129,0.3458,0.312,0.0337,0.301,0.2928,0.0082,0.9727,0.6579,1.1237,0.2795,0.4323,0.4238,0.0086
9/9186,SlightPalsy,172.836,0.1119,0.113,0.0012,0.9898,0.0069,0.3307,0.3045,0.0262,0.2976,0.2946,0.003,0.9901,0.6353,0.6249,0.35,0.4371,0.4283,0.0088
9/9191,SlightPalsy,172.344,0.1161,0.1199,0.0039,0.9677,0.0006,0.3348,0.3068,0.028,0.2944,0.2926,0.0018,0.9939,0.6416,0.054,0.5113,0.4386,0.4324,0.0061
9/9196,SlightPalsy,173.227,0.1209,0.1272,0.0062,0.951,0.0072,0.3199,0.2891,0.0309,0.2969,0.293,0.0039,0.9869,0.6091,0.6762,0.1464,0.4335,0.4281,0.0054
9/9201,SlightPalsy,173.512,0.1185,0.1256,0.007,0.9442,0.0087,0.3225,0.2954,0.027,0.3016,0.2956,0.006,0.9802,0.6179,0.8097,0.0838,0.4319,0.4265,0.0054
9/9206,SlightPalsy,173.271,0.1226,0.1295,0.0069,0.9464,0.0068,0.3298,0.2946,0.0352,0.2961,0.2938,0.0022,0.9925,0.6245,0.6254,0.1277,0.4388,0.4304,0.0084
9/9211,SlightPalsy,172.666,0.1166,0.1229,0.0063,0.9484,0.002,0.3283,0.2967,0.0316,0.3015,0.2906,0.0109,0.9639,0.625,0.1796,0.4458,0.4376,0.4297,0.0079
9/9216,SlightPalsy,172.373,0.1183,0.1262,0.0079,0.9375,0.003,0.3381,0.2968,0.0413,0.2993,0.2907,0.0086,0.9713,0.635,0.2697,0.0075,0.4379,0.431,0.0069
9/9221,SlightPalsy,172.837,0.121,0.1252,0.0042,0.9663,0.0094,0.3292,0.2965,0.0326,0.301,0.2878,0.0132,0.9561,0.6258,0.8647,0.2362,0.4365,0.4293,0.0071
9/9226,SlightPalsy,172.457,0.1157,0.1251,0.0095,0.9243,0.0045,0.3407,0.3132,0.0275,0.3011,0.2916,0.0096,0.9682,0.6538,0.3901,0.2856,0.4338,0.4309,0.0029
9/9231,SlightPalsy,172.181,0.0982,0.1004,0.0023,0.9774,0.0025,0.3304,0.2812,0.0492,0.3056,0.3022,0.0033,0.9891,0.6115,0.2332,0.4134,0.4278,0.4194,0.0084
9/9236,Normal,171.023,0.1082,0.1151,0.0069,0.9402,0.0066,0.4193,0.3709,0.0484,0.3093,0.3122,0.0029,0.9907,0.7902,0.4752,0.0225,0.4308,0.4312,0.0004
9/9241,Normal,172.619,0.1118,0.1168,0.005,0.9573,0.0052,0.4367,0.3889,0.0477,0.3126,0.3099,0.0028,0.9912,0.8256,0.3628,0.0187,0.4305,0.4283,0.0022
9/9246,Normal,172.089,0.1126,0.1188,0.0062,0.9474,0.0008,0.4388,0.4014,0.0375,0.3134,0.3086,0.0048,0.9848,0.8402,0.0556,0.3911,0.4321,0.4293,0.0029
9/9251,Normal,172.345,0.1165,0.1201,0.0036,0.9696,0.0011,0.4458,0.3998,0.046,0.3141,0.3092,0.0049,0.9845,0.8456,0.0749,0.2014,0.435,0.4291,0.006
9/9256,Normal,172.578,0.1135,0.1191,0.0056,0.9528,0.0005,0.4536,0.4083,0.0453,0.314,0.3063,0.0076,0.9757,0.8619,0.0357,0.58,0.4329,0.4302,0.0027
9/926,SlightPalsy,155.587,0.0973,0.0633,0.034,0.6507,0.0357,0.5209,0.4466,0.0743,0.2779,0.2432,0.0347,0.8752,0.9682,2.113,0.2448,0.4361,0.416,0.02
9/9266,Normal,171.074,0.1051,0.1071,0.0021,0.9805,0.0027,0.4479,0.4022,0.0457,0.3111,0.3086,0.0025,0.9919,0.8501,0.1831,0.3823,0.4334,0.4291,0.0043
9/9271,Normal,171.856,0.1112,0.1158,0.0046,0.9599,0.0096,0.433,0.3888,0.0441,0.3116,0.3079,0.0037,0.9881,0.8219,0.6665,0.4037,0.4321,0.4286,0.0036
9/9276,Normal,172.145,0.1158,0.1175,0.0017,0.9851,0.0169,0.4142,0.3611,0.0531,0.3129,0.3149,0.0021,0.9933,0.7754,1.2524,0.2346,0.4322,0.4269,0.0052
9/9281,Normal,172.122,0.1162,0.1194,0.0032,0.9728,0.0076,0.3869,0.3555,0.0314,0.312,0.3078,0.0041,0.9867,0.7425,0.5874,0.4645,0.4332,0.4308,0.0024
9/9286,SlightPalsy,171.657,0.1155,0.1206,0.0051,0.9578,0.0025,0.3781,0.337,0.0411,0.3059,0.3071,0.0012,0.996,0.7151,0.2016,0.0001,0.4377,0.4346,0.0031
9/9296,SlightPalsy,176.518,0.0719,0.021,0.0508,0.2927,0.0028,0.3197,0.299,0.0207,0.2908,0.2872,0.0036,0.9875,0.6188,0.262,0.8588,0.4238,0.4483,0.0245
9/9301,SlightPalsy,171.287,0.1041,0.101,0.0031,0.97,0.0068,0.3143,0.2871,0.0272,0.3029,0.3041,0.0012,0.9962,0.6015,0.6441,0.0101,0.4236,0.4194,0.0042
9/9306,SlightPalsy,170.344,0.112,0.1088,0.0032,0.9716,0.0035,0.3169,0.2875,0.0294,0.2917,0.2883,0.0034,0.9883,0.6044,0.3352,0.4618,0.4291,0.4289,0.0002
9/931,SlightPalsy,158.828,0.083,0.0462,0.0368,0.5564,0.0332,0.5135,0.436,0.0775,0.2603,0.2255,0.0348,0.8664,0.9501,2.0039,0.3362,0.4278,0.4204,0.0074
9/9311,SlightPalsy,172.612,0.1124,0.1139,0.0014,0.9875,0.0077,0.3142,0.2839,0.0302,0.2961,0.2917,0.0044,0.9853,0.5981,0.7414,0.1203,0.4273,0.4208,0.0065
9/9316,SlightPalsy,172.438,0.1125,0.1138,0.0013,0.9886,0.0045,0.3248,0.2903,0.0345,0.2931,0.2848,0.0083,0.9717,0.6151,0.4199,0.2217,0.431,0.4226,0.0083
9/9321,SlightPalsy,172.037,0.1148,0.1165,0.0018,0.9849,0.0023,0.3227,0.2884,0.0343,0.291,0.2838,0.0072,0.9753,0.6112,0.2173,0.6204,0.4277,0.4229,0.0048
9/9326,SlightPalsy,172.056,0.1199,0.1202,0.0003,0.9977,0.0074,0.3127,0.2866,0.0261,0.2927,0.2818,0.0108,0.963,0.5994,0.703,0.2192,0.4332,0.4274,0.0059
9/9331,SlightPalsy,172.647,0.1187,0.1187,0.0,0.9999,0.0092,0.3256,0.297,0.0286,0.2919,0.2828,0.0091,0.9688,0.6227,0.8434,0.2041,0.4349,0.4301,0.0048
9/9336,SlightPalsy,172.506,0.1186,0.1192,0.0007,0.9943,0.0078,0.3281,0.2999,0.0282,0.2913,0.2827,0.0087,0.9703,0.628,0.7127,0.2522,0.4369,0.431,0.0059
9/936,SlightPalsy,160.079,0.0891,0.0345,0.0546,0.3873,0.0372,0.5093,0.422,0.0874,0.2398,0.1986,0.0412,0.8283,0.9321,2.2901,0.0247,0.4325,0.4227,0.0097
9/9406,Normal,163.752,0.1401,0.1387,0.0013,0.9904,0.0043,0.4469,0.416,0.0309,0.268,0.2567,0.0113,0.9579,0.8628,0.2863,0.0377,0.4412,0.4427,0.0015
9/941,SlightPalsy,161.163,0.088,0.0391,0.049,0.4435,0.0434,0.5021,0.4227,0.0794,0.2441,0.2002,0.0439,0.8201,0.9258,2.684,0.5049,0.4282,0.4194,0.0089
9/9411,Normal,164.565,0.1428,0.1425,0.0003,0.9979,0.011,0.4425,0.4034,0.0391,0.2771,0.2617,0.0154,0.9445,0.8459,0.7433,0.0544,0.4437,0.4466,0.0029
9/9416,Normal,164.452,0.1407,0.1391,0.0015,0.989,0.0042,0.442,0.4155,0.0265,0.2715,0.2529,0.0186,0.9314,0.8575,0.2834,0.2048,0.4429,0.4433,0.0005
9/9421,Normal,164.153,0.1412,0.1394,0.0018,0.9872,0.008,0.4487,0.4251,0.0237,0.2684,0.2539,0.0145,0.9461,0.8739,0.524,0.0135,0.4426,0.443,0.0004
9/9426,Normal,163.811,0.1394,0.1388,0.0006,0.9955,0.0103,0.4549,0.4256,0.0293,0.2727,0.2582,0.0145,0.9467,0.8805,0.6697,0.1181,0.4478,0.4477,0.0001
9/9431,Normal,165.026,0.1338,0.1325,0.0012,0.9908,0.0002,0.4674,0.4648,0.0026,0.276,0.261,0.015,0.9458,0.9322,0.0143,0.0153,0.4438,0.4439,0.0
9/9441,SlightPalsy,165.211,0.1128,0.1208,0.0079,0.9342,0.0137,0.5524,0.5891,0.0367,0.2701,0.2631,0.007,0.9742,1.1415,0.6865,0.2291,0.4314,0.4362,0.0048
9/9446,SlightPalsy,165.196,0.1058,0.1158,0.01,0.9138,0.008,0.5727,0.6088,0.0361,0.2659,0.2606,0.0054,0.9798,1.1816,0.3861,0.2038,0.425,0.4342,0.0092
9/9451,SlightPalsy,165.37,0.1026,0.1136,0.0109,0.9038,0.0015,0.5816,0.6007,0.0191,0.2629,0.26,0.0028,0.9892,1.1823,0.0749,0.0836,0.4264,0.4318,0.0054
9/9456,SlightPalsy,164.408,0.1126,0.1167,0.0041,0.9649,0.0102,0.5945,0.6,0.0055,0.2651,0.256,0.0091,0.9657,1.1946,0.4893,0.033,0.4408,0.4414,0.0006
9/946,SlightPalsy,160.28,0.0892,0.0422,0.047,0.473,0.0429,0.5101,0.4284,0.0817,0.2443,0.2029,0.0414,0.8306,0.9395,2.6152,0.5212,0.4289,0.4206,0.0083
9/9461,SlightPalsy,164.693,0.1103,0.1163,0.006,0.9481,0.0057,0.5863,0.6034,0.0172,0.2701,0.2587,0.0115,0.9576,1.1897,0.2731,0.3211,0.4337,0.437,0.0034
9/9466,SlightPalsy,164.819,0.1085,0.115,0.0065,0.9437,0.0005,0.5879,0.5964,0.0085,0.2647,0.2565,0.0081,0.9693,1.1843,0.0253,0.1442,0.4348,0.4386,0.0038
9/9471,SlightPalsy,164.115,0.1049,0.1119,0.0069,0.938,0.0045,0.5886,0.6089,0.0202,0.263,0.2591,0.0039,0.9851,1.1975,0.2175,0.0083,0.4327,0.4373,0.0046
9/9476,SlightPalsy,164.583,0.1058,0.1127,0.0068,0.9393,0.0016,0.5793,0.6033,0.024,0.2621,0.2566,0.0055,0.979,1.1826,0.0789,0.0839,0.4318,0.4367,0.005
9/9481,SlightPalsy,164.809,0.1079,0.113,0.0051,0.9545,0.0005,0.577,0.6032,0.0261,0.2615,0.256,0.0055,0.9792,1.1802,0.0236,0.0675,0.4335,0.4378,0.0044
9/9486,SlightPalsy,164.068,0.1092,0.1135,0.0043,0.9621,0.0014,0.5795,0.6069,0.0273,0.2589,0.2535,0.0054,0.979,1.1864,0.0677,0.0184,0.435,0.4413,0.0063
9/9491,SlightPalsy,164.075,0.1102,0.1173,0.0072,0.9388,0.008,0.5597,0.6033,0.0436,0.2643,0.2607,0.0036,0.9864,1.163,0.3962,0.1808,0.4335,0.4416,0.0081
9/9496,SlightPalsy,165.42,0.1128,0.1181,0.0054,0.9547,0.0012,0.566,0.6012,0.0352,0.2571,0.2564,0.0006,0.9975,1.1672,0.0583,0.0887,0.434,0.4403,0.0063
9/9501,SlightPalsy,165.89,0.1073,0.1171,0.0098,0.9162,0.0067,0.5663,0.5998,0.0334,0.2535,0.2553,0.0018,0.993,1.1661,0.3306,0.2043,0.4304,0.4383,0.0079
9/9506,SlightPalsy,165.55,0.1102,0.1193,0.0091,0.9236,0.0051,0.5617,0.5961,0.0345,0.2558,0.2553,0.0005,0.9981,1.1578,0.252,0.1554,0.4309,0.4396,0.0087
9/951,SlightPalsy,161.029,0.0879,0.0391,0.0488,0.4449,0.0408,0.5019,0.4245,0.0774,0.2451,0.2034,0.0417,0.8299,0.9273,2.5229,0.5479,0.4268,0.4204,0.0064
9/9521,Normal,164.38,0.1373,0.1372,0.0001,0.9992,0.0182,0.458,0.4238,0.0342,0.2663,0.2564,0.0099,0.9628,0.882,1.1843,0.151,0.4374,0.4399,0.0025
9/9526,Normal,163.572,0.1386,0.1391,0.0004,0.9971,0.0163,0.4634,0.4277,0.0357,0.2713,0.2564,0.015,0.9449,0.8912,1.0489,0.1096,0.4475,0.4496,0.0021
9/9531,Normal,164.248,0.1389,0.1424,0.0035,0.9752,0.0149,0.4523,0.4178,0.0345,0.2687,0.2549,0.0138,0.9486,0.8703,0.9798,0.1603,0.4429,0.4479,0.005
9/9536,Normal,163.663,0.1401,0.1455,0.0055,0.9623,0.0224,0.46,0.4208,0.0392,0.265,0.2568,0.0082,0.9692,0.8811,1.4589,0.2549,0.4432,0.45,0.0068
9/9541,Normal,163.976,0.1237,0.1239,0.0003,0.9979,0.0225,0.4624,0.4237,0.0387,0.266,0.2538,0.0122,0.9542,0.8864,1.4574,0.0515,0.4324,0.4326,0.0002
9/9546,Normal,164.151,0.1328,0.1346,0.0018,0.9867,0.0236,0.4624,0.4223,0.04,0.2607,0.257,0.0038,0.9856,0.885,1.5288,0.3529,0.4406,0.4408,0.0002
9/9551,Normal,164.176,0.1409,0.1415,0.0006,0.9954,0.0209,0.464,0.4193,0.0447,0.2632,0.2568,0.0064,0.9758,0.8835,1.3544,0.2448,0.4407,0.4413,0.0006
9/9556,Normal,163.907,0.1415,0.1421,0.0005,0.9964,0.0143,0.4627,0.4182,0.0446,0.2643,0.2557,0.0086,0.9674,0.881,0.9303,0.0824,0.4483,0.4482,0.0001
9/956,SlightPalsy,159.89,0.0925,0.0436,0.0489,0.4712,0.0376,0.5091,0.4236,0.0855,0.2463,0.2041,0.0422,0.8288,0.9334,2.3075,0.2701,0.4313,0.4221,0.0092
9/9561,Normal,163.466,0.1428,0.1437,0.001,0.9933,0.0241,0.4623,0.4111,0.0512,0.2597,0.2577,0.002,0.9923,0.8738,1.583,0.4111,0.45,0.4483,0.0017
9/9566,Normal,163.087,0.1281,0.1295,0.0014,0.9894,0.0177,0.4788,0.5114,0.0326,0.2637,0.2592,0.0045,0.9829,0.9903,1.0219,0.0763,0.4455,0.4457,0.0002
9/9571,SlightPalsy,163.716,0.1101,0.1196,0.0095,0.9209,0.0002,0.5726,0.5931,0.0204,0.2639,0.2624,0.0014,0.9946,1.1657,0.012,0.0171,0.4374,0.4428,0.0055
9/9576,SlightPalsy,163.681,0.1027,0.1086,0.0059,0.9454,0.0153,0.5837,0.5979,0.0142,0.266,0.2615,0.0045,0.9831,1.1816,0.7414,0.1454,0.4363,0.4378,0.0015
